🇨🇳中国,#genre#
湖北|黄石新闻综合,https://huangshifb-live21.cjyun.org/10200/s10200-huangshitv01.m3u8?auth_key=1735660799-0-0-a2a4204859d1b4447db4050a4bc202b1
湖北|咸宁综合,http://xianning-live21.cjyun.org/10140/s10140-XNTV-1.m3u8?auth_key=1735660799-0-0-b380d98b910466afbd9053c25a7dc408
湖北|咸宁经济生活,http://xianning-live21.cjyun.org/10140/s10140-XNGG.m3u8?auth_key=1735660799-0-0-d81f4b2fc33920d8341033fef8dcfd16
湖北|赤壁一套,http://chibi-live21.cjyun.org/10138/s10138-CBTV1.m3u8?auth_key=1735660799-0-0-1751de0a4678e4571fe2af86220e2a2b
湖北|嘉鱼新闻综合,http://jiayu-live21.cjyun.org/10131/s10131-jyzh.m3u8?auth_key=1735660799-0-0-05395acf38fa1497c0985dcb4c329c0b
湖北|通山综合,http://tongshan-live21.cjyun.org/10134/s10134-TONGSHAN-live.m3u8?auth_key=1735660799-0-0-aa195babe014c73b2e4f423d1ae4622f
湖北|孝感新闻综合,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1735660799-0-0-c66126a1e65c45cfa675dd5f16914315
湖北|孝感生活,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1735660799-0-0-c66126a1e65c45cfa675dd5f16914315
湖北|孝昌新闻党建,http://xiaochang-live21.cjyun.org/10128/s10128-xcxw.m3u8?auth_key=1735660799-0-0-886396e7a9ce6f90ecdbfdf669624539
湖北|大悟综合,http://yunshangdawu-live21.cjyun.org/10129/s10129-dwzhpd.m3u8?auth_key=1735660799-0-0-b1bf1625df01ea7dabc97bf7aa7f253d
湖北|应城综合,http://yingcheng-live21.cjyun.org/10135/s10135-YCZH.m3u8?auth_key=1735660799-0-0-b43106dd66cd5d9c827699f0b0204306
湖北|荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1735660799-0-0-e0477d4b5bc584e7518a1bde13892cbe
湖北|荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1735660799-0-0-73625822ff2c77aefa1589e94281edad
湖北|荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1735660799-0-0-1963c999651ea135890d90bcc5ae172d
湖北|江陵综合,http://jiangling-live21.cjyun.org/10090/s10090-jltv01.m3u8?auth_key=1735660799-0-0-13b6e4b48ae41886f872c73bd1c92400
湖北|CCTV1综合,http://jiangling-live21.cjyun.org/10090/s10090-jltv02.m3u8?auth_key=1735660799-0-0-cca9709aa95c0c612033418412e9ee26
湖北|松滋综合,http://songzi-live21.cjyun.org/10194/s10194-songzi-tv1.m3u8?auth_key=1735660799-0-0-a380e59865129a39561528ada31d0e63
湖北|洪湖综合,http://honghu-live21.cjyun.org/10087/s10087-0823-HONGHUTV01.m3u8?auth_key=1735660799-0-0-ee46a4c41ab551c99632c3762df4d7a0
湖北|钟祥综合,http://zhongxiang-live21.cjyun.org/10103/s10103-zxtv.m3u8?auth_key=1735660799-0-0-bffe4fb8f0bb7142075cb559396d23cc
湖北|襄阳综合,http://xiangyang-live21.cjyun.org/10125/s10125-news_hd.m3u8?auth_key=1735660799-0-0-40d8372b2d18913fc2cbd9de3962885b //Referer=http://app.cjyun.org/
湖北|襄阳经济生活,http://xiangyang-live21.cjyun.org/10125/s10125-society_hd.m3u8?auth_key=1735660799-0-0-0854e5bfdd385dbc03373418475c7f88 //Referer=http://app.cjyun.org/
湖北|襄阳公共,http://xiangyang-live21.cjyun.org/10125/s10125-education_hd.m3u8?auth_key=1735660799-0-0-0ed4aab34fd0b2236a2645ded254589d //Referer=http://app.cjyun.org/
湖北|谷城综合,http://gucheng-live21.cjyun.org/10116/s10116-GCTV1.m3u8?auth_key=1735660799-0-0-54db49cb2f7940e29d9dfceb9747b0af
湖北|宜昌综合,http://yichang-live21.cjyun.org/10091/10091-yczh.m3u8?auth_key=1735660799-0-0-152a9f6a201d7d56428feae52d4b18b8
湖北|宜昌旅游生活,http://yichang-live21.cjyun.org/10091/s10091-ycly.m3u8?auth_key=1735660799-0-0-3232283b7b347bb21b712ea8398761d1
湖北|宜都综合,http://yidushi-live21.cjyun.org/10092/s10092-yidushitv01.m3u8?auth_key=1735660799-0-0-f29f0d99f876e49e55132b30d52133db
湖北|长阳综合,http://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1735660799-0-0-f8867ea6ca06a65bdf95048518db1f6a
湖北|远安电视台,http://yuanan-live21.cjyun.org/10106/s10106-yatv.m3u8?auth_key=1735660799-0-0-fdcac90185009731b8e6f51f180ed7b4
湖北|当阳电视台,http://dangyang-live21.cjyun.org/10118/s10118-DYZH.m3u8?auth_key=1735660799-0-0-f8e56d713bf81af226bae8057d9a1bad
湖北|秭归综合,http://zigui-live21.cjyun.org/10111/s10111-ZGTV1.m3u8?auth_key=1735660799-0-0-e80e38a154f9ea053e26d2ff5038530a
湖北|五峰电视台,http://wufeng-live21.cjyun.org/10112/s10112-wffm.m3u8?auth_key=1735660799-0-0-6e0f896e48713ad894a3b35b92780628
湖北|枝江综合,http://zhijiang-live21.cjyun.org/10120/s10120-zjtv.m3u8?auth_key=1735660799-0-0-fd9715217b53a31e92b5d42d24438b4a
湖北|来凤综合,http://laifeng-live21.cjyun.org/10099/s10099-lftv01.m3u8?auth_key=1735660799-0-0-b92e243bcdd451ba46874699b392247e
湖北|鄂州新闻综合,http://ezhou-live21.cjyun.org/10098/s10098-EZ1T.m3u8?auth_key=1735660799-0-0-d737b8c7fad391cc6187d35123baff28
湖北|鄂州公共,http://ezhou-live21.cjyun.org/10098/s10098-EZ2T.m3u8?auth_key=1735660799-0-0-6deee5ef6d55cce1a924b7c14a999a69
湖北|广水新闻,http://guangshui-live21.cjyun.org/10146/s10146-GSXW.m3u8?auth_key=1735660799-0-0-c7c7082aa48ecb78ed13d8a4a9b45acc
湖南|湖南经视,http://tvbox6.icu/tv/mgtv.php?id=280$「芒果TV」
湖南|湖南电影,http://tvbox6.icu/tv/mgtv.php?id=221$「芒果TV」
湖南|湖南都市,http://tvbox6.icu/tv/mgtv.php?id=346$「芒果TV」
湖南|湖南电视剧,http://tvbox6.icu/tv/mgtv.php?id=484$「芒果TV」
湖南|湖南爱晚,http://tvbox6.icu/tv/mgtv.php?id=261$「芒果TV」
湖南|湖南国际,http://tvbox6.icu/tv/mgtv.php?id=229$「芒果TV」
湖南|湖南娱乐,http://tvbox6.icu/tv/mgtv.php?id=344$「芒果TV」
湖南|快乐购,http://tvbox6.icu/tv/mgtv.php?id=267$「芒果TV」
湖南|茶频道,http://tvbox6.icu/tv/mgtv.php?id=578$「芒果TV」
湖南|金鹰纪实,http://tvbox6.icu/tv/mgtv.php?id=316$「芒果TV」
湖南|金鹰卡通,http://tvbox6.icu/tv/mgtv.php?id=287$「芒果TV」
湖南|快乐垂钓,http://tvbox6.icu/tv/mgtv.php?id=218$「芒果TV」
湖南|先锋乒羽,http://tvbox6.icu/tv/mgtv.php?id=329$「芒果TV」
湖南|长沙新闻,http://tvbox6.icu/tv/mgtv.php?id=269$「芒果TV」
湖南|长沙政法,http://tvbox6.icu/tv/mgtv.php?id=254$「芒果TV」
湖南|长沙女性,http://tvbox6.icu/tv/mgtv.php?id=230$「芒果TV」
广西|南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
广西|南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8		
广西|南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
四川|乐山新闻综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
四川|乐山文旅生活,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel12/playlist.m3u8


🎬电影直播,#genre#
吃米滴虫,http://159.75.85.63:35455/douyu/315457
冰冰经典,http://159.75.85.63:35455/douyu/74374
星爷影院,http://159.75.85.63:35455/douyu/508118
凌儿影院,http://159.75.85.63:35455/douyu/1377142
小宇60帧,http://159.75.85.63:35455/douyu/323876
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
電影劇場,http://159.75.85.63:35455/douyu/7575350
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
花卷陪看,http://159.75.85.63:35455/douyu/52787
漫威剧情,http://159.75.85.63:35455/douyu/6140589
霍格沃茨,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖,http://159.75.85.63:35455/douyu/1165374
吃奶滴虫,http://159.75.85.63:35455/douyu/263824
变种人片,http://159.75.85.63:35455/douyu/9651304
喜剧电影,http://159.75.85.63:35455/douyu/9292492
女神电影,http://159.75.85.63:35455/douyu/747764
欧美大片,http://159.75.85.63:35455/douyu/2793084
贝爷max,http://159.75.85.63:35455/douyu/4332
贝爷影厅,http://159.75.85.63:35455/douyu/252802
变种人片,http://159.75.85.63:35455/douyu/9651304
喜剧电影,http://159.75.85.63:35455/douyu/9292492
女神电影,http://159.75.85.63:35455/douyu/747764
华语经典,http://159.75.85.63:35455/douyu/434971
避风影院,http://159.75.85.63:35455/douyu/9826611
星星影院,http://159.75.85.63:35455/douyu/315131
欧美大片,http://159.75.85.63:35455/douyu/2793084
贝爷影厅,http://159.75.85.63:35455/douyu/252802
译制国语,http://159.75.85.63:35455/douyu/2436390


🎶广场舞,#genre#
情歌悠悠爱飞扬,https://vd4.bdstatic.com/mda-qeaik66bjr07tpjp/1080p/cae_h264/1715433117628854942/mda-qeaik66bjr07tpjp.mp4
妈妈的爱还不够,https://vd2.bdstatic.com/mda-qeaifhabdwrqh25z/1080p/cae_h264/1715451174442635371/mda-qeaifhabdwrqh25z.mp4
心上的罗加,https://vd2.bdstatic.com/mda-qed1grvwgzba6nxf/1080p/cae_h264/1715649340526247510/mda-qed1grvwgzba6nxf.mp4
献歌之声,https://vd4.bdstatic.com/mda-qebnmkviawvdudjh/1080p/cae_h264/1715572456894896984/mda-qebnmkviawvdudjh.mp4
月光下的凤尾竹,https://vd2.bdstatic.com/mda-qebdv63wvu7b9yj9/1080p/cae_h264/1715527015265670307/mda-qebdv63wvu7b9yj9.mp4
心之寻,https://vd4.bdstatic.com/mda-qeb2cjjjpit707se/1080p/cae_h264/1715479608734212284/mda-qeb2cjjjpit707se.mp4
欢快旋律,https://vd4.bdstatic.com/mda-qeai8d8divhjybfh/1080p/cae_h264/1715449293253089483/mda-qeai8d8divhjybfh.mp4
黄梅悠悠,https://vd3.bdstatic.com/mda-qeagu37qgq9dwv4b/1080p/cae_h264/1715443652183285602/mda-qeagu37qgq9dwv4b.mp4
不如见一面,https://vd4.bdstatic.com/mda-qeafcwa7pqmmaa85/1080p/cae_h264/1715425219362932926/mda-qeafcwa7pqmmaa85.mp4
今夜无眠,https://vd2.bdstatic.com/mda-qe9nwan9m0gzbv09/1080p/cae_h264/1715382190219489551/mda-qe9nwan9m0gzbv09.mp4
那一天,https://vd2.bdstatic.com/mda-qe9fj20jux1md07v/1080p/cae_h264/1715340991632430122/mda-qe9fj20jux1md07v.mp4
洁白的云,https://vd3.bdstatic.com/mda-qe945mthk7wrtrnb/1080p/cae_h264/1715310233153274116/mda-qe945mthk7wrtrnb.mp4
红枣树,https://vd4.bdstatic.com/mda-qe8zx78kxaq9vxqs/1080p/cae_h264/1715300619320885888/mda-qe8zx78kxaq9vxqs.mp4
八廓街姑娘,https://vd3.bdstatic.com/mda-qe8deh03q848sfuk/1080p/cae_h264/1715258131255881954/mda-qe8deh03q848sfuk.mp4
画你,https://vd2.bdstatic.com/mda-qe80znp3j6q6ixpw/1080p/cae_h264/1715216559446109732/mda-qe80znp3j6q6ixpw.mp4
游牧时光,https://vd4.bdstatic.com/mda-qe7nfgjct1fabqag/1080p/cae_h264/1715215594144241034/mda-qe7nfgjct1fabqag.mp4
卓玛,https://vd3.bdstatic.com/mda-qe7fnd01pyfrmqyx/1080p/cae_h264/1715168345941184602/mda-qe7fnd01pyfrmqyx.mp4
春颂,https://vd4.bdstatic.com/mda-qe74csphga6d0ith/1080p/cae_h264/1715144530938527372/mda-qe74csphga6d0ith.mp4
黄梅悠悠,https://vd2.bdstatic.com/mda-qe6p12iiaxhwf310/1080p/cae_h264/1715122972447681112/mda-qe6p12iiaxhwf310.mp4
有缘人,https://vd2.bdstatic.com/mda-qe6b7kmy0xfe1yrt/1080p/cae_h264/1715069749887053584/mda-qe6b7kmy0xfe1yrt.mp4
梦见你的那一夜,https://vd2.bdstatic.com/mda-qe64yxjb0v13zq2m/1080p/cae_h264/1715055216810780543/mda-qe64yxjb0v13zq2m.mp4
长路漫漫陪你走,https://vd2.bdstatic.com/mda-qec3jkua2dnqs6mz/1080p/cae_h264/1715655862771754797/mda-qec3jkua2dnqs6mz.mp4
苦了累了听听歌,https://vd2.bdstatic.com/mda-qebh8um7q1i7g8zh/1080p/cae_h264/1715569285877586625/mda-qebh8um7q1i7g8zh.mp4
涛声依旧,https://vd4.bdstatic.com/mda-qebeu7pv5dcsan9y/1080p/cae_h264/1715568287672859858/mda-qebeu7pv5dcsan9y.mp4
心上的罗加,https://vd3.bdstatic.com/mda-qecw3d7kzw0shz4d/1080p/cae_h264/1715635313133545536/mda-qecw3d7kzw0shz4d.mp4
为你等待,https://vd3.bdstatic.com/mda-qebs1wc3nxqhi219/1080p/cae_h264/1715565311907778476/mda-qebs1wc3nxqhi219.mp4
微风滴雨落花飞,https://vd3.bdstatic.com/mda-qe9vsvd955xmpax5/1080p/cae_h264/1715375194870651762/mda-qe9vsvd955xmpax5.mp4
心愿,https://vd2.bdstatic.com/mda-qe88wv69g07i8j6e/1080p/cae_h264/1715241740750638012/mda-qe88wv69g07i8j6e.mp4
花又落,https://vd3.bdstatic.com/mda-qeuivpp8hy1fe0bn/sc/cae_h264/1717084382846733912/mda-qeuivpp8hy1fe0bn.mp4
大姑娘美大姑娘浪,https://vd3.bdstatic.com/mda-qevn36b2s8jyxzz6/1080p/cae_h264/1717102818038378397/mda-qevn36b2s8jyxzz6.mp4
我到底错哪里,https://vd3.bdstatic.com/mda-qetnj5qgqqkzfhdt/1080p/cae_h264/1716930037483428381/mda-qetnj5qgqqkzfhdt.mp4
一晃就老了,https://vd4.bdstatic.com/mda-qetfs0z726knnzdn/1080p/cae_h264/1716895274704288475/mda-qetfs0z726knnzdn.mp4
伤离别,https://vd2.bdstatic.com/mda-qetpgb12cka0fny1/1080p/cae_h264/1716951628442572246/mda-qetpgb12cka0fny1.mp4
相伴一生,https://vd3.bdstatic.com/mda-qermg7w6449kc1pu/1080p/cae_h264/1716805144481956585/mda-qermg7w6449kc1pu.mp4
耶耶耶,https://vd2.bdstatic.com/mda-qeqjtsxsqy5t11y5/1080p/cae_h264/1716672644013055008/mda-qeqjtsxsqy5t11y5.mp4
爱在拉木棤,https://vd4.bdstatic.com/mda-qeuzpv7aw11crhni/1080p/cae_h264/1717026749710068827/mda-qeuzpv7aw11crhni.mp4
心愿,https://vd2.bdstatic.com/mda-qep1eq5sqbdziqmw/1080p/cae_h264/1716548754903713723/mda-qep1eq5sqbdziqmw.mp4
我和我的祖国,https://vd2.bdstatic.com/mda-qem1krfez11qqgah/1080p/cae_h264/1716340376958540639/mda-qem1krfez11qqgah.mp4
芜湖起飞,https://vd2.bdstatic.com/mda-qei0ine4097a92ri/1080p/cae_h264/1716078494020193215/mda-qei0ine4097a92ri.mp4
春兰俏,https://vd3.bdstatic.com/mda-qeeyd4ig7rsccxmg/1080p/cae_h264/1715835581715152035/mda-qeeyd4ig7rsccxmg.mp4
红颜知己,https://vd4.bdstatic.com/mda-qeuneyis2wqz48id/1080p/cae_h264/1717061599163617997/mda-qeuneyis2wqz48id.mp4
我把来生许给了你,https://vd2.bdstatic.com/mda-qeviszch3tuk1f7n/1080p/cae_h264/1717101689272791999/mda-qeviszch3tuk1f7n.mp4
战马,https://vd4.bdstatic.com/mda-qev50mtd2h63sx9z/1080p/cae_h264/1717160087191673642/mda-qev50mtd2h63sx9z.mp4
一错再错,https://vd2.bdstatic.com/mda-qev4077hzfm24km8/1080p/cae_h264/1717091951410690261/mda-qev4077hzfm24km8.mp4
逐梦天涯,https://vd4.bdstatic.com/mda-qev3nbtemj0rtf60/1080p/cae_h264/1717087749481655077/mda-qev3nbtemj0rtf60.mp4
旱冰舞,https://vd4.bdstatic.com/mda-qev37zte6w87dzfc/1080p/cae_h264/1717036249350782270/mda-qev37zte6w87dzfc.mp4
妹妹你等着我,https://vd3.bdstatic.com/mda-qev2wdfzmgnagv5t/1080p/cae_h264/1717084823859835173/mda-qev2wdfzmgnagv5t.mp4
闯码头,https://vd2.bdstatic.com/mda-qev2jnz2xdg55eqx/1080p/cae_h264/1717083868343506122/mda-qev2jnz2xdg55eqx.mp4
红尘路相思苦,https://vd3.bdstatic.com/mda-qeudguq6eyead77n/1080p/cae_h264/1717020095560878548/mda-qeudguq6eyead77n.mp4
三生石下,https://vd3.bdstatic.com/mda-qetjeqftm92b57gy/1080p/cae_h264/1716939043092774289/mda-qetjeqftm92b57gy.mp4
格桑拉,https://vd4.bdstatic.com/mda-qeth4ziqw2esbmtv/1080p/cae_h264/1716988977219024550/mda-qeth4ziqw2esbmtv.mp4
红尘情歌,https://vd4.bdstatic.com/mda-qeth99e656biy9g1/1080p/cae_h264/1716988593855952380/mda-qeth99e656biy9g1.mp4
风在等着你,https://vd2.bdstatic.com/mda-qetgz9w1j3xu1wju/1080p/cae_h264/1716937248523310790/mda-qetgz9w1j3xu1wju.mp4
爱情一场梦,https://vd4.bdstatic.com/mda-qetgtvh7c6f0cshb/1080p/cae_h264/1716933633371163074/mda-qetgtvh7c6f0cshb.mp4
海风轻轻吹我心,https://vd4.bdstatic.com/mda-qet6cyfuyi4wu5j4/1080p/cae_h264/1716921197601665168/mda-qet6cyfuyi4wu5j4.mp4
爱情像雾又似花,https://vd2.bdstatic.com/mda-qeviu0r5y2e7wjaw/1080p/cae_h264/1717075526704934569/mda-qeviu0r5y2e7wjaw.mp4
人生道场焦陂百和,https://vd4.bdstatic.com/mda-qesjpk4vi8xy6e37/1080p/cae_h264/1716876827281794166/mda-qesjpk4vi8xy6e37.mp4
爱你不后悔,https://vd3.bdstatic.com/mda-qeqjpgkjpagxqwgg/1080p/cae_h264/1716707429048768989/mda-qeqjpgkjpagxqwgg.mp4
焦陂百和原创爱你不后悔,https://vd2.bdstatic.com/mda-qeqjmkm4t3310chj/1080p/cae_h264/1716645288092994033/mda-qeqjmkm4t3310chj.mp4
康顺碧梁祝,https://vd2.bdstatic.com/mda-qenj95q9tkeaesb9/1080p/cae_h264/1716525892363475084/mda-qenj95q9tkeaesb9.mp4
梅花赋,https://vd2.bdstatic.com/mda-qekj95ye3v3074d6/1080p/cae_h264/1716348771158266092/mda-qekj95ye3v3074d6.mp4
相遇,https://vd4.bdstatic.com/mda-qeu264z8ix0vwnss/1080p/cae_h264/1716997008866714437/mda-qeu264z8ix0vwnss.mp4
向往拉萨,https://vd3.bdstatic.com/mda-qeiw8aixa0215mpa/1080p/cae_h264/1716861411855003269/mda-qeiw8aixa0215mpa.mp4
你像三月桃花开,https://vd3.bdstatic.com/mda-qes1kehwhhqt0mmb/1080p/cae_h264/1716773318667640982/mda-qes1kehwhhqt0mmb.mp4
微山湖,https://vd4.bdstatic.com/mda-qep216mm1sjzuvy4/1080p/cae_h264/1716550349110127303/mda-qep216mm1sjzuvy4.mp4
画你,https://vd2.bdstatic.com/mda-qeiwb85bdb099agw/1080p/cae_h264/1716426043925490839/mda-qeiwb85bdb099agw.mp4
我爱的人儿在新疆,https://vd3.bdstatic.com/mda-qem1z178sg99xr13/1080p/cae_h264/1716342055244852462/mda-qem1z178sg99xr13.mp4
等到花儿开,https://vd3.bdstatic.com/mda-qew1h0xnh9901bm5/1080p/cae_h264/1717117799619589174/mda-qew1h0xnh9901bm5.mp4
九妹,https://vd2.bdstatic.com/mda-qew0knuhxum8z7sj/1080p/cae_h264/1717164008234898009/mda-qew0knuhxum8z7sj.mp4
敖包相会,https://vd2.bdstatic.com/mda-qev3cc7dhf92znnd/1080p/cae_h264/1717086603110609786/mda-qev3cc7dhf92znnd.mp4
羞答答的玫瑰静悄悄的开,https://vd3.bdstatic.com/mda-qeuzdax7ct9hr5bj/1080p/cae_h264/1717026856479459124/mda-qeuzdax7ct9hr5bj.mp4
老娘驾到,https://vd2.bdstatic.com/mda-qeu1vfsbrrcxb6aa/1080p/cae_h264/1716995225917906343/mda-qeu1vfsbrrcxb6aa.mp4
今夜为你醉,https://vd3.bdstatic.com/mda-qetyyvuzv835t6ve/1080p/cae_h264/1716938582388748901/mda-qetyyvuzv835t6ve.mp4
山坡坡,https://vd4.bdstatic.com/mda-qetp0gz8qqrmmfwi/1080p/cae_h264/1716986972186836568/mda-qetp0gz8qqrmmfwi.mp4
晚秋,https://vd3.bdstatic.com/mda-qet39vcjsix0vk8u/1080p/cae_h264/1716863351683427471/mda-qet39vcjsix0vk8u.mp4
三国演义,https://vd4.bdstatic.com/mda-qet1rqjtiqvere8w/1080p/cae_h264/1716859430639997023/mda-qet1rqjtiqvere8w.mp4
北京有个金太阳,https://vd3.bdstatic.com/mda-qesyhi0rnirfg1bw/1080p/cae_h264/1716850998244131014/mda-qesyhi0rnirfg1bw.mp4
人生没有回头路,https://vd2.bdstatic.com/mda-qesn9j5uv7srs9yc/1080p/cae_h264/1716848442598494089/mda-qesn9j5uv7srs9yc.mp4
天地间过客,https://vd2.bdstatic.com/mda-qew2seww1ps6xt70/1080p/cae_h264/1717169762132753587/mda-qew2seww1ps6xt70.mp4
飒,https://vd2.bdstatic.com/mda-qew2qerg82hf8i4q/1080p/cae_h264/1717120800737049471/mda-qew2qerg82hf8i4q.mp4
红尘路相思苦,https://vd2.bdstatic.com/mda-qevas0cummtt6t87/1080p/cae_h264/1717054793605953310/mda-qevas0cummtt6t87.mp4
踏浪,https://vd3.bdstatic.com/mda-qevanwcyrif17yv9/1080p/cae_h264/1717054761103094630/mda-qevanwcyrif17yv9.mp4
天美地美中国美,https://vd4.bdstatic.com/mda-qeu1yf3kewsphbvy/1080p/cae_h264/1716995479711286184/mda-qeu1yf3kewsphbvy.mp4
柔柔的眼波柔柔的你,https://vd2.bdstatic.com/mda-qeu1w1hs3wxg1az4/1080p/cae_h264/1716995283027440151/mda-qeu1w1hs3wxg1az4.mp4
人生不过三杯酒,https://vd3.bdstatic.com/mda-qetbyqb6ijm4i7fu/1080p/cae_h264/1716885043501263769/mda-qetbyqb6ijm4i7fu.mp4
错过了你的温柔,https://vd2.bdstatic.com/mda-qetbwtpytzb5469z/1080p/cae_h264/1716948471636321867/mda-qetbwtpytzb5469z.mp4
哎哟我的老妹儿,https://vd4.bdstatic.com/mda-qesfi676re6p83ih/1080p/cae_h264/1716864130326971906/mda-qesfi676re6p83ih.mp4
不爱别再回头,https://vd4.bdstatic.com/mda-qesbzse9dn5tv0fv/1080p/cae_h264/1716798818537860066/mda-qesbzse9dn5tv0fv.mp4
儿行千里妈牵挂,https://vd4.bdstatic.com/mda-qes9znm3k4vn72n3/1080p/cae_h264/1716843058180192211/mda-qes9znm3k4vn72n3.mp4
醉人的窗,https://vd3.bdstatic.com/mda-qerhzg8zvx6wm6w0/1080p/cae_h264/1716728753225772630/mda-qerhzg8zvx6wm6w0.mp4
爱如星火,https://vd3.bdstatic.com/mda-qeqa057q5yv7714n/1080p/cae_h264/1716620970146124215/mda-qeqa057q5yv7714n.mp4
辛辛苦苦为了啥,https://vd3.bdstatic.com/mda-qeq9vbbakjrnqdu3/1080p/cae_h264/1716669050257830402/mda-qeq9vbbakjrnqdu3.mp4
家乡的月亮,https://vd4.bdstatic.com/mda-qep8d3r5e1ecxxtc/1080p/cae_h264/1716532024296206085/mda-qep8d3r5e1ecxxtc.mp4
接花轿,https://vd4.bdstatic.com/mda-qep89e7611eq273y/1080p/cae_h264/1716531872332370589/mda-qep89e7611eq273y.mp4
天生一对,https://vd4.bdstatic.com/mda-qen3x2b4h0w7phkz/1080p/cae_h264/1716432610001372394/mda-qen3x2b4h0w7phkz.mp4
诺言,https://vd2.bdstatic.com/mda-qen3tukuc7y7zbc2/1080p/cae_h264/1716467618703099291/mda-qen3tukuc7y7zbc2.mp4
今夜舞起来,https://vd4.bdstatic.com/mda-qem4248fpguk4kui/1080p/cae_h264/1716379734831583904/mda-qem4248fpguk4kui.mp4
你是我的城堡,https://vd4.bdstatic.com/mda-qes1nw7xn2pyn6em/1080p/cae_h264/1717075106429758802/mda-qes1nw7xn2pyn6em.mp4
燕子热辣情歌,https://vd3.bdstatic.com/mda-qetep54rz6xvtyuz/1080p/cae_h264/1716986464322429681/mda-qetep54rz6xvtyuz.mp4
燕子坐上动车去阿坝,https://vd3.bdstatic.com/mda-qetg1vag5ivt59g9/1080p/cae_h264/1716987451168951769/mda-qetg1vag5ivt59g9.mp4
燕子哎呦我的老妹儿,https://vd2.bdstatic.com/mda-qesejxxhsccwb1ag/1080p/cae_h264/1716852683269103321/mda-qesejxxhsccwb1ag.mp4
爱你爱你不后悔,https://vd3.bdstatic.com/mda-qese2x6cvkd5e0s2/1080p/cae_h264/1716848181103910580/mda-qese2x6cvkd5e0s2.mp4
难忘的茶树园,https://vd2.bdstatic.com/mda-qergsa0esxst0k89/1080p/cae_h264/1716808270939779021/mda-qergsa0esxst0k89.mp4
不是一家人进不了一家门,https://vd4.bdstatic.com/mda-qerehkr5tvb5u0b8/1080p/cae_h264/1716806679654737048/mda-qerehkr5tvb5u0b8.mp4
如果当初忍住做朋友,https://vd2.bdstatic.com/mda-qeqfxb5sdfdyqh0n/1080p/cae_h264/1716679180145581032/mda-qeqfxb5sdfdyqh0n.mp4
云底人间,https://vd2.bdstatic.com/mda-qeqeywznc3urfh4c/1080p/cae_h264/1716723678737816043/mda-qeqeywznc3urfh4c.mp4
心心念念想着你,https://vd3.bdstatic.com/mda-qepf6c3cfq77dq8g/1080p/cae_h264/1716631695434428029/mda-qepf6c3cfq77dq8g.mp4
绝不回头,https://vd3.bdstatic.com/mda-qepfj5zd8qkjb7fm/1080p/cae_h264/1716552689489256936/mda-qepfj5zd8qkjb7fm.mp4
来生我等你,https://vd3.bdstatic.com/mda-qenfxstjypf8gumm/1080p/cae_h264/1716544212956360146/mda-qenfxstjypf8gumm.mp4
酒醉的雨滴,https://vd4.bdstatic.com/mda-qenfgishkbuitnzc/1080p/cae_h264/1716542662136189724/mda-qenfgishkbuitnzc.mp4
人心太复杂,https://vd3.bdstatic.com/mda-qemfcq3re6fkd2bw/1080p/cae_h264/1716418827349006040/mda-qemfcq3re6fkd2bw.mp4
阿里山的姑娘,https://vd3.bdstatic.com/mda-qemdt2rvcwue4g4q/1080p/cae_h264/1716416719637336023/mda-qemdt2rvcwue4g4q.mp4
诺言,https://vd2.bdstatic.com/mda-qekit1sydbtqehwj/1080p/cae_h264/1716367492825733094/mda-qekit1sydbtqehwj.mp4
燕子诺言,https://vd2.bdstatic.com/mda-qekhkik3i7ynq3bt/1080p/cae_h264/1716329667921546475/mda-qekhkik3i7ynq3bt.mp4
为你等待,https://vd3.bdstatic.com/mda-qevw6ueujeqfvbsy/1080p/cae_h264/1717156676717792349/mda-qevw6ueujeqfvbsy.mp4
爱在思金拉措,https://vd2.bdstatic.com/mda-qeuuqdyb5nitfn0d/1080p/cae_h264/1717069721572668007/mda-qeuuqdyb5nitfn0d.mp4
月光下的凤尾竹,https://vd3.bdstatic.com/mda-qesnpykru7j8w8r2/cae_h264/1716826090892262488/mda-qesnpykru7j8w8r2.mp4
许我今生缘赐我一生寒,https://vd2.bdstatic.com/mda-qeubiqe4kc3tt889/1080p/cae_h264/1717036342855209000/mda-qeubiqe4kc3tt889.mp4
